: 1_Inflectional_morphology/I01[noun-plural_reg]
album albums application applications
provide provided include included
publish published include included
receive received include included
reduce reduced include included
refer referred include included
relate related include included
remain remained include included
replace replaced include included
require required include included
seem seemed include included
send sent include included
spend spent include included
tell told include included
understand understood include included
unite united include included
involve involved introduce introduced
locate located introduce introduced
lose lost introduce introduced
manage managed introduce introduced
marry married introduce introduced
perform performed introduce introduced
provide provided introduce introduced
publish published introduce introduced
receive received introduce introduced
reduce reduced introduce introduced
refer referred introduce introduced
relate related introduce introduced
remain remained introduce introduced
replace replaced introduce introduced
require required introduce introduced
seem seemed introduce introduced
send sent introduce introduced
spend spent introduce introduced
tell told introduce introduced
understand understood introduce introduced
unite united introduce introduced
locate located involve involved
lose lost involve involved
manage managed involve involved
marry married involve involved
perform performed involve involved
provide provided involve involved
publish published involve involved
receive received involve involved
reduce reduced involve involved
refer referred involve involved
relate related involve involved
remain remained involve involved
replace replaced involve involved
require required involve involved
seem seemed involve involved
send sent involve involved
spend spent involve involved
tell told involve involved
understand understood involve involved
unite united involve involved
lose lost locate located
manage managed locate located
marry married locate located
perform performed locate located
provide provided locate located
publish published locate located
receive received locate located
reduce reduced locate located
refer referred locate located
relate related locate located
remain remained locate located
replace replaced locate located
require required locate located
seem seemed locate located
send sent locate located
spend spent locate located
tell told locate located
understand understood locate located
unite united locate located
manage managed lose lost
marry married lose lost
perform performed lose lost
provide provided lose lost
publish published lose lost
receive received lose lost
reduce reduced lose lost
refer referred lose lost
relate related lose lost
remain remained lose lost
replace replaced lose lost
require required lose lost
seem seemed lose lost
send sent lose lost
spend spent lose lost
tell told lose lost
understand understood lose lost
unite united lose lost
marry married manage managed
perform performed manage managed
provide provided manage managed
publish published manage managed
receive received manage managed
reduce reduced manage managed
refer referred manage managed
relate related manage managed
remain remained manage managed
replace replaced manage managed
require required manage managed
seem seemed manage managed
send sent manage managed
spend spent manage managed
tell told manage managed
understand understood manage managed
unite united manage managed
perform performed marry married
provide provided marry married
publish published marry married
receive received marry married
reduce reduced marry married
refer referred marry married
relate related marry married
remain remained marry married
replace replaced marry married
require required marry married
seem seemed marry married
send sent marry married
spend spent marry married
tell told marry married
understand understood marry married
unite united marry married
provide provided perform performed
publish published perform performed
receive received perform performed
reduce reduced perform performed
refer referred perform performed
relate related perform performed
remain remained perform performed
replace replaced perform performed
require required perform performed
seem seemed perform performed
send sent perform performed
spend spent perform performed
tell told perform performed
understand understood perform performed
unite united perform performed
publish published provide provided
receive received provide provided
reduce reduced provide provided
refer referred provide provided
relate related provide provided
remain remained provide provided
replace replaced provide provided
require required provide provided
seem seemed provide provided
send sent provide provided
spend spent provide provided
tell told provide provided
understand understood provide provided
unite united provide provided
receive received publish published
reduce reduced publish published
refer referred publish published
relate related publish published
remain remained publish published
replace replaced publish published
require required publish published
seem seemed publish published
send sent publish published
spend spent publish published
tell told publish published
understand understood publish published
unite united publish published
reduce reduced receive received
refer referred receive received
relate related receive received
remain remained receive received
replace replaced receive received
require required receive received
seem seemed receive received
send sent receive received
spend spent receive received
tell told receive received
understand understood receive received
unite united receive received
refer referred reduce reduced
relate related reduce reduced
remain remained reduce reduced
replace replaced reduce reduced
require required reduce reduced
seem seemed reduce reduced
send sent reduce reduced
spend spent reduce reduced
tell told reduce reduced
understand understood reduce reduced
unite united reduce reduced
relate related refer referred
remain remained refer referred
replace replaced refer referred
require required refer referred
seem seemed refer referred
send sent refer referred
spend spent refer referred
tell told refer referred
understand understood refer referred
unite united refer referred
remain remained relate related
replace replaced relate related
require required relate related
seem seemed relate related
send sent relate related
spend spent relate related
tell told relate related
understand understood relate related
unite united relate related
replace replaced remain remained
require required remain remained
seem seemed remain remained
send sent remain remained
spend spent remain remained
tell told remain remained
understand understood remain remained
unite united remain remained
require required replace replaced
seem seemed replace replaced
send sent replace replaced
spend spent replace replaced
tell told replace replaced
understand understood replace replaced
unite united replace replaced
seem seemed require required
send sent require required
spend spent require required
tell told require required
understand understood require required
unite united require required
send sent seem seemed
spend spent seem seemed
tell told seem seemed
understand understood seem seemed
unite united seem seemed
spend spent send sent
tell told send sent
understand understood send sent
unite united send sent
tell told spend spent
understand understood spend spent
unite united spend spent
understand understood tell told
unite united tell told
unite united understand understood
: 1_Inflectional_morphology/I08[verb_Ving-3pSg]
adding adds advertising advertises
adding adds allowing allows
adding adds appearing appears
adding adds applying applies
adding adds asking asks
adding adds becoming becomes
adding adds believing believes
adding adds considering considers
adding adds consisting consists
adding adds containing contains
adding adds continuing continues
adding adds creating creates
adding adds depending depends
adding adds describing describes
adding adds developing develops
adding adds discovering discovers
adding adds enabling enables
adding adds existing exists
adding adds explaining explains
adding adds following follows
adding adds happening happens
adding adds hearing hears
adding adds improving improves
adding adds including includes
adding adds involving involves
adding adds learning learns
adding adds losing loses
adding adds managing manages
adding adds occurring occurs
adding adds operating operates
adding adds performing performs
adding adds promoting promotes
adding adds providing provides
adding adds publishing publishes
adding adds receiving receives
adding adds reducing reduces
adding adds referring refers
adding adds relating relates
adding adds remaining remains
adding adds representing represents
adding adds requiring requires
adding adds seeming seems
adding adds sitting sits
adding adds spending spends
adding adds suggesting suggests
adding adds teaching teaches
adding adds telling tells
adding adds thanking thanks
adding adds understanding understands
advertising advertises allowing allows
advertising advertises appearing appears
advertising advertises applying applies
advertising advertises asking asks
advertising advertises becoming becomes
advertising advertises believing believes
advertising advertises considering considers
advertising advertises consisting consists
advertising advertises containing contains
advertising advertises continuing continues
advertising advertises creating creates
advertising advertises depending depends
advertising advertises describing describes
advertising advertises developing develops
advertising advertises discovering discovers
advertising advertises enabling enables
advertising advertises existing exists
advertising advertises explaining explains
advertising advertises following follows
advertising advertises happening happens
advertising advertises hearing hears
advertising advertises improving improves
advertising advertises including includes
advertising advertises involving involves
advertising advertises learning learns
advertising advertises losing loses
advertising advertises managing manages
advertising advertises occurring occurs
advertising advertises operating operates
advertising advertises performing performs
advertising advertises promoting promotes
advertising advertises providing provides
advertising advertises publishing publishes
advertising advertises receiving receives
advertising advertises reducing reduces
advertising advertises referring refers
advertising advertises relating relates
advertising advertises remaining remains
advertising advertises representing represents
advertising advertises requiring requires
advertising advertises seeming seems
advertising advertises sitting sits
advertising advertises spending spends
advertising advertises suggesting suggests
advertising advertises teaching teaches
advertising advertises telling tells
advertising advertises thanking thanks
advertising advertises understanding understands
allowing allows appearing appears
allowing allows applying applies
allowing allows asking asks
allowing allows becoming becomes
allowing allows believing believes
allowing allows considering considers
allowing allows consisting consists
allowing allows containing contains
allowing allows continuing continues
allowing allows creating creates
allowing allows depending depends
allowing allows describing describes
allowing allows developing develops
allowing allows discovering discovers
allowing allows enabling enables
allowing allows existing exists
allowing allows explaining explains
allowing allows following follows
allowing allows happening happens
allowing allows hearing hears
allowing allows improving improves
allowing allows including includes
allowing allows involving involves
allowing allows learning learns
allowing allows losing loses
allowing allows managing manages
allowing allows occurring occurs
allowing allows operating operates
allowing allows performing performs
allowing allows promoting promotes
allowing allows providing provides
allowing allows publishing publishes
allowing allows receiving receives
allowing allows reducing reduces
allowing allows referring refers
allowing allows relating relates
allowing allows remaining remains
allowing allows representing represents
allowing allows requiring requires
allowing allows seeming seems
allowing allows sitting sits
allowing allows spending spends
allowing allows suggesting suggests
allowing allows teaching teaches
allowing allows telling tells
allowing allows thanking thanks
allowing allows understanding understands
appearing appears applying applies
appearing appears asking asks
appearing appears becoming becomes
appearing appears believing believes
appearing appears considering considers
appearing appears consisting consists
appearing appears containing contains
appearing appears continuing continues
appearing appears creating creates
appearing appears depending depends
appearing appears describing describes
appearing appears developing develops
appearing appears discovering discovers
appearing appears enabling enables
appearing appears existing exists
appearing appears explaining explains
appearing appears following follows
appearing appears happening happens
appearing appears hearing hears
appearing appears improving improves
appearing appears including includes
appearing appears involving involves
appearing appears learning learns
appearing appears losing loses
appearing appears managing manages
appearing appears occurring occurs
appearing appears operating operates
appearing appears performing performs
appearing appears promoting promotes
appearing appears providing provides
appearing appears publishing publishes
appearing appears receiving receives
appearing appears reducing reduces
appearing appears referring refers
appearing appears relating relates
appearing appears remaining remains
appearing appears representing represents
appearing appears requiring requires
appearing appears seeming seems
appearing appears sitting sits
appearing appears spending spends
appearing appears suggesting suggests
appearing appears teaching teaches
appearing appears telling tells
appearing appears thanking thanks
appearing appears understanding understands
applying applies asking asks
applying applies becoming becomes
applying applies believing believes
applying applies considering considers
applying applies consisting consists
applying applies containing contains
applying applies continuing continues
applying applies creating creates
applying applies depending depends
applying applies describing describes
applying applies developing develops
applying applies discovering discovers
applying applies enabling enables
applying applies existing exists
applying applies explaining explains
applying applies following follows
applying applies happening happens
applying applies hearing hears
applying applies improving improves
applying applies including includes
applying applies involving involves
applying applies learning learns
applying applies losing loses
applying applies managing manages
applying applies occurring occurs
applying applies operating operates
applying applies performing performs
applying applies promoting promotes
applying applies providing provides
applying applies publishing publishes
applying applies receiving receives
applying applies reducing reduces
applying applies referring refers
applying applies relating relates
applying applies remaining remains
applying applies representing represents
applying applies requiring requires
applying applies seeming seems
applying applies sitting sits
applying applies spending spends
applying applies suggesting suggests
applying applies teaching teaches
applying applies telling tells
applying applies thanking thanks
applying applies understanding understands
asking asks becoming becomes
asking asks believing believes
asking asks considering considers
asking asks consisting consists
asking asks containing contains
asking asks continuing continues
asking asks creating creates
asking asks depending depends
asking asks describing describes
asking asks developing develops
asking asks discovering discovers
asking asks enabling enables
asking asks existing exists
asking asks explaining explains
asking asks following follows
asking asks happening happens
asking asks hearing hears
asking asks improving improves
asking asks including includes
asking asks involving involves
asking asks learning learns
asking asks losing loses
asking asks managing manages
asking asks occurring occurs
asking asks operating operates
asking asks performing performs
asking asks promoting promotes
asking asks providing provides
asking asks publishing publishes
asking asks receiving receives
asking asks reducing reduces
asking asks referring refers
asking asks relating relates
asking asks remaining remains
asking asks representing represents
asking asks requiring requires
asking asks seeming seems
asking asks sitting sits
asking asks spending spends
asking asks suggesting suggests
asking asks teaching teaches
asking asks telling tells
asking asks thanking thanks
asking asks understanding understands
becoming becomes believing believes
becoming becomes considering considers
becoming becomes consisting consists
becoming becomes containing contains
becoming becomes continuing continues
becoming becomes creating creates
becoming becomes depending depends
becoming becomes describing describes
becoming becomes developing develops
becoming becomes discovering discovers
becoming becomes enabling enables
becoming becomes existing exists
becoming becomes explaining explains
becoming becomes following follows
becoming becomes happening happens
becoming becomes hearing hears
becoming becomes improving improves
becoming becomes including includes
becoming becomes involving involves
becoming becomes learning learns
becoming becomes losing loses
becoming becomes managing manages
becoming becomes occurring occurs
becoming becomes operating operates
becoming becomes performing performs
becoming becomes promoting promotes
becoming becomes providing provides
becoming becomes publishing publishes
becoming becomes receiving receives
becoming becomes reducing reduces
becoming becomes referring refers
becoming becomes relating relates
becoming becomes remaining remains
becoming becomes representing represents
becoming becomes requiring requires
becoming becomes seeming seems
becoming becomes sitting sits
becoming becomes spending spends
becoming becomes suggesting suggests
becoming becomes teaching teaches
becoming becomes telling tells
becoming becomes thanking thanks
becoming becomes understanding understands
believing believes considering considers
believing believes consisting consists
believing believes containing contains
believing believes continuing continues
believing believes creating creates
believing believes depending depends
believing believes describing describes
believing believes developing develops
believing believes discovering discovers
believing believes enabling enables
believing believes existing exists
believing believes explaining explains
believing believes following follows
believing believes happening happens
believing believes hearing hears
believing believes improving improves
believing believes including includes
believing believes involving involves
believing believes learning learns
believing believes losing loses
believing believes managing manages
believing believes occurring occurs
believing believes operating operates
believing believes performing performs
believing believes promoting promotes
believing believes providing provides
believing believes publishing publishes
believing believes receiving receives
believing believes reducing reduces
believing believes referring refers
believing believes relating relates
believing believes remaining remains
believing believes representing represents
believing believes requiring requires
believing believes seeming seems
believing believes sitting sits
believing believes spending spends
believing believes suggesting suggests
believing believes teaching teaches
believing believes telling tells
believing believes thanking thanks
believing believes understanding understands
considering considers consisting consists
considering considers containing contains
considering considers continuing continues
considering considers creating creates
considering considers depending depends
considering considers describing describes
considering considers developing develops
considering considers discovering discovers
considering considers enabling enables
considering considers existing exists
considering considers explaining explains
considering considers following follows
considering considers happening happens
considering considers hearing hears
considering considers improving improves
considering considers including includes
considering considers involving involves
considering considers learning learns
considering considers losing loses
considering considers managing manages
considering considers occurring occurs
considering considers operating operates
considering considers performing performs
considering considers promoting promotes
considering considers providing provides
considering considers publishing publishes
considering considers receiving receives
considering considers reducing reduces
considering considers referring refers
considering considers relating relates
considering considers remaining remains
considering considers representing represents
considering considers requiring requires
considering considers seeming seems
considering considers sitting sits
considering considers spending spends
considering considers suggesting suggests
considering considers teaching teaches
considering considers telling tells
considering considers thanking thanks
considering considers understanding understands
consisting consists containing contains
consisting consists continuing continues
consisting consists creating creates
consisting consists depending depends
consisting consists describing describes
consisting consists developing develops
consisting consists discovering discovers
consisting consists enabling enables
consisting consists existing exists
consisting consists explaining explains
consisting consists following follows
consisting consists happening happens
consisting consists hearing hears
consisting consists improving improves
consisting consists including includes
consisting consists involving involves
consisting consists learning learns
consisting consists losing loses
consisting consists managing manages
consisting consists occurring occurs
consisting consists operating operates
consisting consists performing performs
consisting consists promoting promotes
consisting consists providing provides
consisting consists publishing publishes
consisting consists receiving receives
consisting consists reducing reduces
consisting consists referring refers
consisting consists relating relates
consisting consists remaining remains
consisting consists representing represents
consisting consists requiring requires
consisting consists seeming seems
consisting consists sitting sits
consisting consists spending spends
consisting consists suggesting suggests
consisting consists teaching teaches
consisting consists telling tells
consisting consists thanking thanks
consisting consists understanding understands
containing contains continuing continues
containing contains creating creates
containing contains depending depends
containing contains describing describes
containing contains developing develops
containing contains discovering discovers
containing contains enabling enables
containing contains existing exists
containing contains explaining explains
containing contains following follows
containing contains happening happens
containing contains hearing hears
containing contains improving improves
containing contains including includes
containing contains involving involves
containing contains learning learns
containing contains losing loses
containing contains managing manages
containing contains occurring occurs
containing contains operating operates
containing contains performing performs
containing contains promoting promotes
containing contains providing provides
containing contains publishing publishes
containing contains receiving receives
containing contains reducing reduces
containing contains referring refers
containing contains relating relates
containing contains remaining remains
containing contains representing represents
containing contains requiring requires
containing contains seeming seems
containing contains sitting sits
containing contains spending spends
containing contains suggesting suggests
containing contains teaching teaches
containing contains telling tells
containing contains thanking thanks
containing contains understanding understands
continuing continues creating creates
continuing continues depending depends
continuing continues describing describes
continuing continues developing develops
continuing continues discovering discovers
continuing continues enabling enables
continuing continues existing exists
continuing continues explaining explains
continuing continues following follows
continuing continues happening happens
continuing continues hearing hears
continuing continues improving improves
continuing continues including includes
continuing continues involving involves
continuing continues learning learns
continuing continues losing loses
continuing continues managing manages
continuing continues occurring occurs
continuing continues operating operates
continuing continues performing performs
continuing continues promoting promotes
continuing continues providing provides
continuing continues publishing publishes
continuing continues receiving receives
continuing continues reducing reduces
continuing continues referring refers
continuing continues relating relates
continuing continues remaining remains
continuing continues representing represents
continuing continues requiring requires
continuing continues seeming seems
continuing continues sitting sits
continuing continues spending spends
continuing continues suggesting suggests
continuing continues teaching teaches
continuing continues telling tells
continuing continues thanking thanks
continuing continues understanding understands
creating creates depending depends
creating creates describing describes
creating creates developing develops
creating creates discovering discovers
creating creates enabling enables
creating creates existing exists
creating creates explaining explains
creating creates following follows
creating creates happening happens
creating creates hearing hears
creating creates improving improves
creating creates including includes
creating creates involving involves
creating creates learning learns
creating creates losing loses
creating creates managing manages
creating creates occurring occurs
creating creates operating operates
creating creates performing performs
creating creates promoting promotes
creating creates providing provides
creating creates publishing publishes
creating creates receiving receives
creating creates reducing reduces
creating creates referring refers
creating creates relating relates
creating creates remaining remains
creating creates representing represents
creating creates requiring requires
creating creates seeming seems
creating creates sitting sits
creating creates spending spends
creating creates suggesting suggests
creating creates teaching teaches
creating creates telling tells
creating creates thanking thanks
creating creates understanding understands
depending depends describing describes
depending depends developing develops
depending depends discovering discovers
depending depends enabling enables
depending depends existing exists
depending depends explaining explains
depending depends following follows
depending depends happening happens
depending depends hearing hears
depending depends improving improves
depending depends including includes
depending depends involving involves
depending depends learning learns
depending depends losing loses
depending depends managing manages
depending depends occurring occurs
depending depends operating operates
depending depends performing performs
depending depends promoting promotes
depending depends providing provides
depending depends publishing publishes
depending depends receiving receives
depending depends reducing reduces
depending depends referring refers
depending depends relating relates
depending depends remaining remains
depending depends representing represents
depending depends requiring requires
depending depends seeming seems
depending depends sitting sits
depending depends spending spends
depending depends suggesting suggests
depending depends teaching teaches
depending depends telling tells
depending depends thanking thanks
depending depends understanding understands
describing describes developing develops
describing describes discovering discovers
describing describes enabling enables
describing describes existing exists
describing describes explaining explains
describing describes following follows
describing describes happening happens
describing describes hearing hears
describing describes improving improves
describing describes including includes
describing describes involving involves
describing describes learning learns
describing describes losing loses
describing describes managing manages
describing describes occurring occurs
describing describes operating operates
describing describes performing performs
describing describes promoting promotes
describing describes providing provides
describing describes publishing publishes
describing describes receiving receives
describing describes reducing reduces
describing describes referring refers
describing describes relating relates
describing describes remaining remains
describing describes representing represents
describing describes requiring requires
describing describes seeming seems
describing describes sitting sits
describing describes spending spends
describing describes suggesting suggests
describing describes teaching teaches
describing describes telling tells
describing describes thanking thanks
describing describes understanding understands
developing develops discovering discovers
developing develops enabling enables
developing develops existing exists
developing develops explaining explains
developing develops following follows
developing develops happening happens
developing develops hearing hears
developing develops improving improves
developing develops including includes
developing develops involving involves
developing develops learning learns
developing develops losing loses
developing develops managing manages
developing develops occurring occurs
developing develops operating operates
developing develops performing performs
developing develops promoting promotes
developing develops providing provides
developing develops publishing publishes
developing develops receiving receives
developing develops reducing reduces
developing develops referring refers
developing develops relating relates
developing develops remaining remains
developing develops representing represents
developing develops requiring requires
developing develops seeming seems
developing develops sitting sits
developing develops spending spends
developing develops suggesting suggests
developing develops teaching teaches
developing develops telling tells
developing develops thanking thanks
developing develops understanding understands
discovering discovers enabling enables
discovering discovers existing exists
discovering discovers explaining explains
discovering discovers following follows
discovering discovers happening happens
discovering discovers hearing hears
discovering discovers improving improves
discovering discovers including includes
discovering discovers involving involves
discovering discovers learning learns
discovering discovers losing loses
discovering discovers managing manages
discovering discovers occurring occurs
discovering discovers operating operates
discovering discovers performing performs
discovering discovers promoting promotes
discovering discovers providing provides
discovering discovers publishing publishes
discovering discovers receiving receives
discovering discovers reducing reduces
discovering discovers referring refers
discovering discovers relating relates
discovering discovers remaining remains
discovering discovers representing represents
discovering discovers requiring requires
discovering discovers seeming seems
discovering discovers sitting sits
discovering discovers spending spends
discovering discovers suggesting suggests
discovering discovers teaching teaches
discovering discovers telling tells
discovering discovers thanking thanks
discovering discovers understanding understands
enabling enables existing exists
enabling enables explaining explains
enabling enables following follows
enabling enables happening happens
enabling enables hearing hears
enabling enables improving improves
enabling enables including includes
enabling enables involving involves
enabling enables learning learns
enabling enables losing loses
enabling enables managing manages
enabling enables occurring occurs
enabling enables operating operates
enabling enables performing performs
enabling enables promoting promotes
enabling enables providing provides
enabling enables publishing publishes
enabling enables receiving receives
enabling enables reducing reduces
enabling enables referring refers
enabling enables relating relates
enabling enables remaining remains
enabling enables representing represents
enabling enables requiring requires
enabling enables seeming seems
enabling enables sitting sits
enabling enables spending spends
enabling enables suggesting suggests
enabling enables teaching teaches
enabling enables telling tells
enabling enables thanking thanks
enabling enables understanding understands
existing exists explaining explains
existing exists following follows
existing exists happening happens
existing exists hearing hears
existing exists improving improves
existing exists including includes
existing exists involving involves
existing exists learning learns
existing exists losing loses
existing exists managing manages
existing exists occurring occurs
existing exists operating operates
existing exists performing performs
existing exists promoting promotes
existing exists providing provides
existing exists publishing publishes
existing exists receiving receives
existing exists reducing reduces
existing exists referring refers
existing exists relating relates
existing exists remaining remains
existing exists representing represents
existing exists requiring requires
existing exists seeming seems
existing exists sitting sits
existing exists spending spends
existing exists suggesting suggests
existing exists teaching teaches
existing exists telling tells
existing exists thanking thanks
existing exists understanding understands
explaining explains following follows
explaining explains happening happens
explaining explains hearing hears
explaining explains improving improves
explaining explains including includes
explaining explains involving involves
explaining explains learning learns
explaining explains losing loses
explaining explains managing manages
explaining explains occurring occurs
explaining explains operating operates
explaining explains performing performs
explaining explains promoting promotes
explaining explains providing provides
explaining explains publishing publishes
explaining explains receiving receives
explaining explains reducing reduces
explaining explains referring refers
explaining explains relating relates
explaining explains remaining remains
explaining explains representing represents
explaining explains requiring requires
explaining explains seeming seems
explaining explains sitting sits
explaining explains spending spends
explaining explains suggesting suggests
explaining explains teaching teaches
explaining explains telling tells
explaining explains thanking thanks
explaining explains understanding understands
following follows happening happens
following follows hearing hears
following follows improving improves
following follows including includes
following follows involving involves
following follows learning learns
following follows losing loses
following follows managing manages
following follows occurring occurs
following follows operating operates
following follows performing performs
following follows promoting promotes
following follows providing provides
following follows publishing publishes
following follows receiving receives
following follows reducing reduces
following follows referring refers
following follows relating relates
following follows remaining remains
following follows representing represents
following follows requiring requires
following follows seeming seems
following follows sitting sits
following follows spending spends
following follows suggesting suggests
following follows teaching teaches
following follows telling tells
following follows thanking thanks
following follows understanding understands
happening happens hearing hears
happening happens improving improves
happening happens including includes
happening happens involving involves
happening happens learning learns
happening happens losing loses
happening happens managing manages
happening happens occurring occurs
happening happens operating operates
happening happens performing performs
happening happens promoting promotes
happening happens providing provides
happening happens publishing publishes
happening happens receiving receives
happening happens reducing reduces
happening happens referring refers
happening happens relating relates
happening happens remaining remains
happening happens representing represents
happening happens requiring requires
happening happens seeming seems
happening happens sitting sits
happening happens spending spends
happening happens suggesting suggests
happening happens teaching teaches
happening happens telling tells
happening happens thanking thanks
happening happens understanding understands
hearing hears improving improves
hearing hears including includes
hearing hears involving involves
hearing hears learning learns
hearing hears losing loses
hearing hears managing manages
hearing hears occurring occurs
hearing hears operating operates
hearing hears performing performs
hearing hears promoting promotes
hearing hears providing provides
hearing hears publishing publishes
hearing hears receiving receives
hearing hears reducing reduces
hearing hears referring refers
hearing hears relating relates
hearing hears remaining remains
hearing hears representing represents
hearing hears requiring requires
hearing hears seeming seems
hearing hears sitting sits
hearing hears spending spends
hearing hears suggesting suggests
hearing hears teaching teaches
hearing hears telling tells
hearing hears thanking thanks
hearing hears understanding understands
improving improves including includes
improving improves involving involves
improving improves learning learns
improving improves losing loses
improving improves managing manages
improving improves occurring occurs
improving improves operating operates
improving improves performing performs
improving improves promoting promotes
improving improves providing provides
improving improves publishing publishes
improving improves receiving receives
improving improves reducing reduces
improving improves referring refers
improving improves relating relates
improving improves remaining remains
improving improves representing represents
improving improves requiring requires
improving improves seeming seems
improving improves sitting sits
improving improves spending spends
improving improves suggesting suggests
improving improves teaching teaches
improving improves telling tells
improving improves thanking thanks
improving improves understanding understands
including includes involving involves
including includes learning learns
including includes losing loses
including includes managing manages
including includes occurring occurs
including includes operating operates
including includes performing performs
including includes promoting promotes
including includes providing provides
including includes publishing publishes
including includes receiving receives
including includes reducing reduces
including includes referring refers
including includes relating relates
including includes remaining remains
including includes representing represents
including includes requiring requires
including includes seeming seems
including includes sitting sits
including includes spending spends
including includes suggesting suggests
including includes teaching teaches
including includes telling tells
including includes thanking thanks
including includes understanding understands
involving involves learning learns
involving involves losing loses
involving involves managing manages
involving involves occurring occurs
involving involves operating operates
involving involves performing performs
involving involves promoting promotes
involving involves providing provides
involving involves publishing publishes
involving involves receiving receives
involving involves reducing reduces
involving involves referring refers
involving involves relating relates
involving involves remaining remains
involving involves representing represents
involving involves requiring requires
involving involves seeming seems
involving involves sitting sits
involving involves spending spends
involving involves suggesting suggests
involving involves teaching teaches
involving involves telling tells
involving involves thanking thanks
involving involves understanding understands
learning learns losing loses
learning learns managing manages
learning learns occurring occurs
learning learns operating operates
learning learns performing performs
learning learns promoting promotes
learning learns providing provides
learning learns publishing publishes
learning learns receiving receives
learning learns reducing reduces
learning learns referring refers
learning learns relating relates
learning learns remaining remains
learning learns representing represents
learning learns requiring requires
learning learns seeming seems
learning learns sitting sits
learning learns spending spends
learning learns suggesting suggests
learning learns teaching teaches
learning learns telling tells
learning learns thanking thanks
learning learns understanding understands
losing loses managing manages
losing loses occurring occurs
losing loses operating operates
losing loses performing performs
losing loses promoting promotes
losing loses providing provides
losing loses publishing publishes
losing loses receiving receives
losing loses reducing reduces
losing loses referring refers
losing loses relating relates
losing loses remaining remains
losing loses representing represents
losing loses requiring requires
losing loses seeming seems
losing loses sitting sits
losing loses spending spends
losing loses suggesting suggests
losing loses teaching teaches
losing loses telling tells
losing loses thanking thanks
losing loses understanding understands
managing manages occurring occurs
managing manages operating operates
managing manages performing performs
managing manages promoting promotes
managing manages providing provides
managing manages publishing publishes
managing manages receiving receives
managing manages reducing reduces
managing manages referring refers
managing manages relating relates
managing manages remaining remains
managing manages representing represents
managing manages requiring requires
managing manages seeming seems
managing manages sitting sits
managing manages spending spends
managing manages suggesting suggests
managing manages teaching teaches
managing manages telling tells
managing manages thanking thanks
managing manages understanding understands
occurring occurs operating operates
occurring occurs performing performs
occurring occurs promoting promotes
occurring occurs providing provides
occurring occurs publishing publishes
occurring occurs receiving receives
occurring occurs reducing reduces
occurring occurs referring refers
occurring occurs relating relates
occurring occurs remaining remains
occurring occurs representing represents
occurring occurs requiring requires
occurring occurs seeming seems
occurring occurs sitting sits
occurring occurs spending spends
occurring occurs suggesting suggests
occurring occurs teaching teaches
occurring occurs telling tells
occurring occurs thanking thanks
occurring occurs understanding understands
operating operates performing performs
operating operates promoting promotes
operating operates providing provides
